KO,Importance,Class,name,description,pathway,brites,Share(+),Only_one(+),Neither(+),Share(-),Only_one(-),Neither(-)
ko:K03574,0.002520925,diaminopyrimidine,"['mutT, NUDT15, MTH2']",8-oxo-dGTP diphosphatase [EC:3.6.1.55],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.6  Acting on acid anhydrides', '               3.6.1  In phosphorus-containing anhydrides', '                3.6.1.55  8-oxo-dGTP diphosphatase', '                 K03574  mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase', '            DNA repair and recombination proteins [BR:ko03400]', '             Eukaryotic Type', '              Other factors with a suspected DNA repair function', '               Modulation of nucleotide pools', '                K03574  mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase', '             Prokaryotic Type', '              Other factors with a suspected DNA repair function', '               Modulation of nucleotide pools', '                K03574  mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase']",95.22222222,3.888888889,0.888888889,57.77777778,24.11111111,18.11111111
ko:K01267,0.002507092,diaminopyrimidine,['DNPEP'],aspartyl aminopeptidase [EC:3.4.11.21],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.4  Acting on peptide bonds (peptidases)', '               3.4.11  Aminopeptidases', '                3.4.11.21  aspartyl aminopeptidase', '                 K01267  DNPEP; aspartyl aminopeptidase', '            Peptidases [BR:ko01002]', '             Metallo Peptidases', '              Family M18', '               K01267  DNPEP; aspartyl aminopeptidase', '            Membrane trafficking [BR:ko04131]', '             Autophagy', '              Cytoplasm to vacuolar targeting (CVT) pathway', '               Selective cargos', '                K01267  DNPEP; aspartyl aminopeptidase']",87.55555556,9.777777778,2.666666667,42.33333333,20.55555556,37.11111111
ko:K00721,0.002493551,diaminopyrimidine,['DPM1'],dolichol-phosphate mannosyltransferase [EC:2.4.1.83],"{'ko00510': 'N-Glycan biosynthesis', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Glycan biosynthesis and metabolism', '               00510 N-Glycan biosynthesis', '                K00721  DPM1; dolichol-phosphate mannosyltransferase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.4  Glycosyltransferases', '               2.4.1  Hexosyltransferases', '                2.4.1.83  dolichyl-phosphate beta-D-mannosyltransferase', '                 K00721  DPM1; dolichol-phosphate mannosyltransferase', '            Glycosyltransferases [BR:ko01003]', '             N-Glycan biosynthesis', '              Dol-P-Man biosyntheisis', '               K00721  DPM1; dolichol-phosphate mannosyltransferase']",1.333333333,3.333333333,95.33333333,30.66666667,9.666666667,59.66666667
ko:K00975,0.002470844,diaminopyrimidine,['glgC'],glucose-1-phosphate adenylyltransferase [EC:2.7.7.27],"{'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko00500': 'Starch and sucrose metabolism', 'ko02026': 'Biofilm formation - Escherichia coli', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00500 Starch and sucrose metabolism', '                K00975  glgC; glucose-1-phosphate adenylyltransferase', '               00520 Amino sugar and nucleotide sugar metabolism', '                K00975  glgC; glucose-1-phosphate adenylyltransferase', '             Cellular Processes', '              Cellular community - prokaryotes', '               02026 Biofilm formation - Escherichia coli', '                K00975  glgC; glucose-1-phosphate adenylyltransferase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Carbohydrate and lipid metabolism', '               Other carbohydrate metabolism', '                M00565  Trehalose biosynthesis, D-glucose 1P => trehalose', '                 K00975  glgC; glucose-1-phosphate adenylyltransferase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.7  Nucleotidyltransferases', '                2.7.7.27  glucose-1-phosphate adenylyltransferase', '                 K00975  glgC; glucose-1-phosphate adenylyltransferase']",98,0.444444444,1.555555556,59.44444444,9.666666667,30.88888889
ko:K07035,0.002458919,diaminopyrimidine,['K07035'],uncharacterized protein,,,46.44444444,44.44444444,9.111111111,24.77777778,31.88888889,43.33333333
ko:K02564,0.002420559,diaminopyrimidine,"['nagB, GNPDA']",glucosamine-6-phosphate deaminase [EC:3.5.99.6],"{'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00520 Amino sugar and nucleotide sugar metabolism', '                K02564  nagB, GNPDA; glucosamine-6-phosphate deaminase', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.5  Acting on carbon-nitrogen bonds, other than peptide bonds', '               3.5.99  In other compounds', '                3.5.99.6  glucosamine-6-phosphate deaminase', '                 K02564  nagB, GNPDA; glucosamine-6-phosphate deaminase']",90.11111111,9.222222222,0.666666667,61.77777778,30.55555556,7.666666667
ko:K07160,0.002414947,diaminopyrimidine,['K07160'],UPF0271 protein,,,1.111111111,11.11111111,87.77777778,5.888888889,26.22222222,67.88888889
ko:K06023,0.002393187,diaminopyrimidine,"['hprK, ptsK']",HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-],,"['Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.4  Phosphotransferases with a phosphate group as acceptor', '                2.7.4.-  ', '                 K06023  hprK, ptsK; HPr kinase/phosphorylase', '               2.7.11  Protein-serine/threonine kinases', '                2.7.11.-  ', '                 K06023  hprK, ptsK; HPr kinase/phosphorylase']",96.11111111,2,1.888888889,54.77777778,11.22222222,34
ko:K01633,0.002242336,diaminopyrimidine,['folB'],"7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]","{'ko00790': 'Folate biosynthesis', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Metabolism of cofactors and vitamins', '               00790 Folate biosynthesis', '                K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Nucleotide and amino acid metabolism', '               Cofactor and vitamin biosynthesis', '                M00126  Tetrahydrofolate biosynthesis, GTP => THF', '                 K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase', '                M00840  Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF', '                 K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)', '               1.13.11  With incorporation of two atoms of oxygen', '                1.13.11.81  7,8-dihydroneopterin oxygenase', '                 K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase', '             4. Lyases', '              4.1  Carbon-carbon lyases', '               4.1.2  Aldehyde-lyases', '                4.1.2.25  dihydroneopterin aldolase', '                 K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase', '             5. Isomerases', '              5.1  Racemases and epimerases', '               5.1.99  Acting on other compounds', '                5.1.99.8  7,8-dihydroneopterin epimerase', '                 K01633  folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase']",2.666666667,0.111111111,97.22222222,30.66666667,11.11111111,58.22222222
ko:K02377,0.002212221,diaminopyrimidine,"['TSTA3, fcl']",GDP-L-fucose synthase [EC:1.1.1.271],"{'ko00051': 'Fructose and mannose metabolism', 'ko00520': 'Amino sugar and nucleotide sugar metabolism', 'ko01100': 'Metabolic pathways'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00051 Fructose and mannose metabolism', '                K02377  TSTA3, fcl; GDP-L-fucose synthase', '               00520 Amino sugar and nucleotide sugar metabolism', '                K02377  TSTA3, fcl; GDP-L-fucose synthase', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.1  Acting on the CH-OH group of donors', '               1.1.1  With NAD+ or NADP+ as acceptor', '                1.1.1.271  GDP-L-fucose synthase', '                 K02377  TSTA3, fcl; GDP-L-fucose synthase']",1.333333333,3.111111111,95.55555556,22.77777778,21.55555556,55.66666667
ko:K06396,0.002185871,diaminopyrimidine,['spoIIIAG'],stage III sporulation protein AG,,,0.666666667,16.33333333,83,6,24.55555556,69.44444444
ko:K00426,0.002184387,diaminopyrimidine,['cydB'],cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.14],"{'ko00190': 'Oxidative phosphorylation', 'ko01100': 'Metabolic pathways', 'ko02020': 'Two-component system'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Energy metabolism', '               00190 Oxidative phosphorylation', '                K00426  cydB; cytochrome d ubiquinol oxidase subunit II', '             Environmental Information Processing', '              Signal transduction', '               02020 Two-component system', '                K00426  cydB; cytochrome d ubiquinol oxidase subunit II', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Energy metabolism', '               ATP synthesis', '                M00153  Cytochrome d ubiquinol oxidase', '                 K00426  cydB; cytochrome d ubiquinol oxidase subunit II', '            Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.10  Acting on diphenols and related substances as donors', '               1.10.3  With oxygen as acceptor', '                1.10.3.14  ubiquinol oxidase (electrogenic, non H+-transporting)', '                 K00426  cydB; cytochrome d ubiquinol oxidase subunit II']",2.444444444,0.333333333,97.22222222,30.22222222,10.55555556,59.22222222
ko:K11065,0.002140419,diaminopyrimidine,['tpx'],"thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]",,"['Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.11  Acting on a peroxide as acceptor', '               1.11.1  Peroxidases', '                1.11.1.15  peroxiredoxin', '                 K11065  tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin']",2,0.444444444,97.55555556,20.22222222,20.88888889,58.88888889
ko:K05567,0.002124774,diaminopyrimidine,"['mnhC, mrpC']",multicomponent Na+:H+ antiporter subunit C,,"['Transporters [BR:ko02000]', '             Other Transporters', '              Electrochemical potential-driven transporters', '               K05567  mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C']",0.333333333,0.333333333,99.33333333,2,12.11111111,85.88888889
ko:K03785,0.002113876,diaminopyrimidine,['aroD'],3-dehydroquinate dehydratase I [EC:4.2.1.10],"{'ko01130': 'Biosynthesis of antibiotics', 'ko01230': 'Biosynthesis of amino acids', 'ko00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ko01100': 'Metabolic pathways', 'ko01110': 'Biosynthesis of secondary metabolites'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Amino acid metabolism', '               00400 Phenylalanine, tyrosine and tryptophan biosynthesis', '                K03785  aroD; 3-dehydroquinate dehydratase I', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Nucleotide and amino acid metabolism', '               Aromatic amino acid metabolism', '                M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate', '                 K03785  aroD; 3-dehydroquinate dehydratase I', '            Enzymes [BR:ko01000]', '             4. Lyases', '              4.2  Carbon-oxygen lyases', '               4.2.1  Hydro-lyases', '                4.2.1.10  3-dehydroquinate dehydratase', '                 K03785  aroD; 3-dehydroquinate dehydratase I']",40.11111111,48.66666667,11.22222222,22.55555556,30.55555556,46.88888889
